Location ,Time,Decimal,Illumination level (Lux),Color Tempreture,Average Noise level,O2 Concentration (%Vol),CO2 at any moment (PPM),LPG concen (ppm),Alcohole Concen (ppm),Methan Concen (ppm),CO concen (ppm),Hydrogyn Concen (ppm),Netric tVOC level (ppm),VOC Formerdahied Level (ppm),Different VOC (CO) Level (ppm),Room Temp ( C ),Room reative humadity %,Radiant Temp 1 (C),Wind Speed (mm/s),,Occupation ,Age,Height,Weight ,Body Activity,Clothing Layer,How long do you spend in the building during the day ,Does the temperature in this part of the building have a negative effect on your work performance? ,"How would you describe the summer indoor air temperature ""most time feeling""?","How would you describe the winter indoor air temperature ""most time feeling""",Do you feel comfortable under the current temperature ? ,How you describe the current temperature in this room?,"Does the distraction from noise in this part of building have a negative effect on your work performance ""most time feeling""?",Is there significant distraction from noise outside (in this moment) ? ,Is there significant distraction from background noise (machine and undefined noise sources)? ,"How would you describe the noise in building generally ""most time feeling""?",How would describe noise at this moment?,Comfort Under current noise Level,Distraction from people noise,"Does the quality of air in this part of building have a negative effect on your work performance ""most time feeling""?",Do you have control over air condition system ?,"How would you describe the ventilation and air quality of building  ""most time feeling""?","Do you smell odor or unusual smell in your work-space ""most time feeling""?","Do you feel sleepy or headache when you get to your work-space ""most time feeling""?","Right now, do you smell unusual smell?",Does the quality of light (color and light level) in this part of building have a negative effect on your work performance ?,Is there availability of natural light?,Are there blinds or shutters blocking the natural light ? ,Do you have control over artificial lightning ?,Is there any luminare is OFF at this moment?,Air speed at this moment,Ventilation and Air smell,Comfortable under light colour ,Comfort under the current light level,Describe the current light level ,Is there any luminare is OFF at this moment?,How accessible is from the parking lot to the main door of the college?,How is easy to go from one floor to another?,How easy is the horizontal circulation?,How easy is to get out of the building in emergency situation?,Do you know the route to the nearest emergency door?,How would you rate the level of cleanliness of the building?,How clean is your work-space?
STU211,2185,0.2317,0,3938.8,29.22,20.217,582.6339275,2.862133598,0.002689923,0.24085398,6.052787924,45.67924194,0.523155293,0.314532118,3.534385514,22.8525,60.87,21.66666667,138.8,,Occ01,Age01,Hight04,Wieg03,Walking,Dress_213,Period_03,No,2,2,Yes,3,No,No,No,3,4,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,3,2,4,Yes,5,3
STU211,2195,0.3808,0,3944,27.9533334,20.184,580.3685312,2.879708462,0.002673953,0.242871482,6.076300669,45.91241951,0.57666636,0.321436651,3.37945075,22.7525,60.77,21.5,134.3,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,2205,0.53,0,3958.3,22.6316666,20.182,562.0778425,2.882993431,0.002658154,0.241522765,6.020404339,45.85412712,0.60483685,0.326311707,3.155767441,22.81,60.71,21.33333333,134,,Occ01,Age01,Hight03,Wieg03,Working,Dress_364,Period_04,Yes,3,2,Yes,3,No,No,Maybe,4,3,2,Yes,Yes,No,2,No,No,no,Yes,NO,Yes,Yes,yes,Negligable,4,4,4,3,No,3,2,4,5,Yes,3,1
STU211,2215,0.6792,0,3970,44.61833359,20.214,556.3344677,2.871784844,0.002690007,0.237855644,6.015590715,45.80556526,0.55762485,0.339201188,3.465207481,22.8,60.52,21.93333333,134.3,,Occ02,Age03,Hight05,Wieg05,Stall,Dress_194,Period_05,No,3,3,Yes,3,Maybe,No,No,4,4,4,Maybe,No,No,2,No,No,no,No,NO,No,Yes,yes,Negligable,1,5,4,3,No,4,1,3,5,Yes,2,2
STU211,2225,0.8283,0,3970.1,43.33333321,20.214,549.0601607,2.820699844,0.002674208,0.234865396,6.071301889,45.51397285,0.542776642,0.348170645,3.540432,22.86,60.325,22.1,135.4,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,2235,0.9775,0,3970.1,22.90999981,20.195,533.3161684,2.767582188,0.002674124,0.232218058,6.043284845,45.32918358,0.528933024,0.339016192,3.698604751,22.78,60.085,21.9,135.1,,Occ01,Age01,Hight05,Wieg04,Walking,Dress_213,Period_02,No,3,3,No,3,No,No,Maybe,3,3,2,No,No,Yes,4,No,No,maybe,Yes,NO,No,No,yes,Negligable,5,5,5,5,No,5,4,2,2,Yes,1,1
STU211,2245,1.1267,0,3970,21.7966666,20.219,534.9978827,2.775009866,0.002666139,0.235169282,6.052587509,45.44589348,0.537805939,0.348170645,3.455299139,22.7675,59.87,21.6,137.6,,Occ02,Age02,Hight03,Wieg05,Working,Dress_192,Period_05,Maybe,3,3,2,2,Maybe,No,No,4,2,3,Yes,Maybe,No,3,No,No,no,Yes,NO,Maybe,Yes,yes,Negligable,5,5,5,5,No,5,5,5,5,Yes,1,2
STU211,2255,1.2758,0,3970.4,25.97999981,20.218,520.3511132,2.814155502,0.002618829,0.23683013,5.997262192,45.69867668,0.548201342,0.341821015,3.856348014,22.595,59.74,21.06666667,136,,Occ01,Age01,Hight05,Wieg03,Walking,Dress_220,Period_05,Maybe,4,3,No,4,Yes,Maybe,Yes,2,3,4,Yes,Yes,No,4,No,Maybe,no,Maybe,NO,Yes,Yes,yes,LittleWindy,5,3,3,5,No,1,5,3,4,Yes,5,5
STU211,2265,1.425,0,3973.3,43.60499981,20.204,522.4616926,2.801445727,0.002618572,0.23418,6.038964701,45.62093697,0.545714745,0.370780015,3.309648848,22.68,59.795,21.13333333,135.1,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,NO,No,Yes,yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
STU211,2275,1.5742,0,3974,30.93666737,20.207,512.9743372,2.737664485,0.002650084,0.230576622,6.071409988,45.32917709,0.531117454,0.34480561,3.454869652,22.675,59.89,21.6,134.7,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_206,Period_03,Yes,1,3,Yes,3,Yes,No,No,5,5,4,Maybe,Yes,Yes,2,No,Maybe,yes,Yes,NO,Maybe,Yes,yes,Negligable,5,5,5,5,No,2,1,1,1,Yes,1,1
STU211,2285,1.7233,0,3965.4,21.975,20.237,506.0530674,2.742095494,0.002666053,0.234185548,6.071394539,45.42647209,0.507810636,0.351160464,3.458537126,22.7,59.975,21.7,134.7,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,NO,No,Yes,yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
STU211,2295,1.8725,0,3937.6,29.75666679,20.213,499.3233298,2.793473411,0.002618658,0.23683013,5.987666035,45.68898544,0.578191934,0.347980425,3.537623501,22.65,60.225,21.46666667,136.3,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,2305,2.0217,0,3910,31.3216666,20.203,497.2475996,2.809321179,0.002642527,0.238167708,6.034212398,45.72783661,0.598982458,0.364810865,3.148667598,22.625,60.305,21.4,134.4,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,2315,2.1708,0,3910,39.16166698,20.2,482.6177852,2.773330646,0.002642356,0.236172461,6.089985418,45.59176407,0.521429133,0.361250346,3.320610547,22.6,60.42,21.03333333,135.3,,Occ01,Age01,Hight04,Wieg01,Stall,Dress_364,Period_04,No,1,4,4,4,No,No,No,3,4,3,Yes,No,No,4,No,Maybe,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,3,2,3,Yes,2,2
STU211,2325,2.32,0,3910,21.965,20.189,479.1014309,2.740810633,0.002610844,0.235517569,6.080604887,45.30967903,0.503439579,0.3806849,3.689320278,22.675,60.48,21.63333333,134.9,,Occ01,Age01,Hight04,Wieg02,Running,Dress_364,Period_05,No,3,3,1,4,No,Yes,No,3,2,1,No,No,Yes,2,No,Yes,no,No,NO,No,Yes,yes,Negligable,3,1,1,4,No,2,2,2,1,Yes,1,2
STU211,2335,2.4692,0,3910,26.36166641,20.217,480.6122661,2.788858209,0.002595131,0.238839264,6.071331692,45.6014946,0.595982733,0.370589795,3.929387903,22.52,60.425,21.06666667,137,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,NO,Yes,Yes,yes,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU211,2345,2.6183,0,3910,25.81833359,20.209,475.5624842,2.806177368,0.002603116,0.238493738,5.932372475,45.77642632,0.582987199,0.361060126,3.616280389,22.57,60.185,21.13333333,134.7,,Occ01,Age01,Hight03,Wieg03,Running,Dress_22,Period_04,Maybe,4,3,3,3,Yes,Yes,Maybe,2,2,4,Yes,Yes,No,4,Maybe,No,no,Maybe,NO,Yes,Yes,yes,LittleWindy,3,2,3,3,No,1,5,3,4,Yes,5,5
STU211,2355,2.7675,0,3910,33.68833359,20.183,461.5304698,2.768309164,0.002602944,0.237496128,5.997324753,45.64038277,0.512462935,0.383859715,3.152529454,22.5225,59.805,21.6,134.7,,Occ01,Age01,Hight04,Wieg01,Working,Dress_220,Period_02,Yes,1,1,No,1,No,No,No,5,5,3,Yes,No,No,2,No,Maybe,no,No,NO,Yes,Yes,yes,Negligable,3,1,1,4,No,3,5,2,5,Yes,4,4
STU211,2365,2.9167,0,3910,36.79999962,20.258,466.0423951,2.677334309,0.002532536,0.227639155,6.020065021,45.09575958,0.543626475,0.370965011,3.37945075,22.605,59.39,21.46666667,136.3,,Occ01,Age01,Hight04,Wieg04,Working,Dress_192,Period_03,Yes,4,4,Yes,2,No,No,No,4,5,1,Yes,Yes,Yes,5,Yes,Yes,yes,Maybe,NO,Yes,Yes,yes,Negligable,5,5,5,5,No,3,4,5,4,Yes,1,4
STU211,2375,3.0658,0,3910,19.7466666,20.231,461.6569453,2.643664241,0.002555891,0.225674441,5.95497427,45.03741531,0.551317282,0.36741498,3.699658108,22.675,58.975,21.76666667,134.6,,Occ02,Age02,Hight04,Wieg04,Stall,Dress_364,Period_03,No,2,3,No,2,No,No,No,2,3,3,Yes,No,No,3,No,Yes,no,No,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,2,3,2,Yes,1,2
STU211,2385,3.215,0,3910,25.265,20.228,453.3764083,2.637021589,0.002478444,0.227945909,5.821615362,45.12505341,0.477483911,0.358260527,3.613471889,22.61,58.575,21.23333333,136.9,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,2395,3.3642,0,3910,25.44166679,20.212,451.1785282,2.629345894,0.002494072,0.226964953,5.775995922,45.12507782,0.482212605,0.342191007,3.069581223,22.4775,58.18,21.23333333,135,,Occ01,Age01,Hight04,Wieg01,Stall,Dress_364,Period_04,No,1,4,4,4,No,No,No,3,4,3,Yes,No,No,4,No,Maybe,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,3,2,3,Yes,2,2
STU211,2405,3.5133,0,3910,42.07666641,20.209,441.7603915,2.569488454,0.002493986,0.219586408,5.761940384,44.89150963,0.467274728,0.357700314,3.37945075,22.5275,57.795,21.93333333,135.7,,Occ02,Age03,Hight05,Wieg05,Stall,Dress_194,Period_05,No,3,3,Yes,3,Maybe,No,No,4,4,4,Maybe,No,No,2,No,No,no,No,NO,No,Yes,yes,Negligable,1,5,4,3,No,4,1,3,5,Yes,2,2
STU211,2415,3.6625,0,3910,23.80000019,20.221,446.0244938,2.479673934,0.002439807,0.215778053,5.761847877,44.5311821,0.494914665,0.354520276,3.38225925,22.5025,57.48,21.1,135.3,,Occ02,Age02,Hight04,Wieg05,Working,Dress_207,Period_04,Yes,1,3,Yes,4,Maybe,No,No,3,2,5,Yes,Yes,Maybe,4,No,Maybe,no,No,NO,Yes,Yes,yes,LittleWindy,4,5,5,4,No,4,5,3,5,Maybe,2,1
STU211,2425,3.8117,0,3910,26.645,20.219,439.0641289,2.496760607,0.002424614,0.216071308,5.66195488,44.68708344,0.487256503,0.34480561,3.458107638,22.5175,57.2,20.6,138.3,,Occ01,Age01,Hight05,Wieg06,Working,Dress_94,Period_03,Yes,5,3,No,5,No,Yes,No,4,4,3,Yes,Yes,Maybe,3,No,No,no,No,NO,Yes,No,yes,LittleWindy,4,5,5,4,No,3,3,2,4,Yes,3,3
STU211,2435,3.9608,0,3910,30.72,20.211,440.3334131,2.496714115,0.002401605,0.216068597,5.603222799,44.71632767,0.427309675,0.348545861,3.006879163,22.475,56.99,20.86666667,134.4,,Occ01,Age01,Hight05,Wieg06,Working,Dress_94,Period_03,Yes,5,3,No,5,No,Yes,No,4,4,3,Yes,Yes,Maybe,3,No,No,no,No,NO,Yes,No,yes,LittleWindy,4,5,5,4,No,3,3,2,4,Yes,3,3
STU211,2445,4.11,0,3918.4,40.58833282,20.187,433.4811124,2.420242476,0.002401518,0.209530662,5.621025753,44.31680489,0.461738148,0.344990606,3.227753973,22.415,56.71,20.93333333,136.1,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,2455,4.2592,0,3910,19.85,20.186,426.4942398,2.389145946,0.002386412,0.208297517,5.598486567,44.18037338,0.440763245,0.33845598,3.458537126,22.3575,56.52,20.6,135.1,,Occ01,Age01,Hight04,Wieg01,Stall,Dress_364,Period_04,No,1,4,4,4,No,No,No,3,4,3,Yes,No,No,4,No,Maybe,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,3,2,3,Yes,2,2
STU211,2465,4.4083,0,3949.6,27.49,20.217,433.6513788,2.394215035,0.002340744,0.207947221,5.495232916,44.29742432,0.439429803,0.345180826,3.306410861,22.45,56.245,21,137.1,,Occ01,Age01,Hight01,Wieg05,Sleeping,Dress_364,Period_03,Yes,1,3,2,2,Yes,Maybe,No,5,3,2,Yes,Yes,Yes,2,No,Maybe,yes,Yes,NO,Maybe,Yes,yes,Negligable,1,5,5,3,No,2,1,1,1,Yes,1,1
STU211,2475,4.5575,0,3935.3,30.90666641,20.186,433.1633123,2.387087011,0.002318175,0.208267677,5.450773525,44.31694107,0.45908453,0.357885311,3.307464218,22.375,56.025,20.93333333,134.6,,Occ02,Age03,Hight03,Wieg04,Walking,Dress_150,Period_02,Yes,3,3,Yes,3,No,No,No,5,4,3,Yes,No,No,3,No,No,no,No,NO,No,Yes,yes,LittleWindy,3,2,2,3,No,1,1,3,5,Yes,1,3
STU211,2485,4.7067,0,3912.1,44.85500038,20.214,431.4204652,2.354931045,0.002303069,0.20371207,5.495279121,44.17067413,0.397800364,0.348545861,3.076681066,22.45,55.825,21.26666667,136.3,,Occ01,Age01,Hight04,Wieg05,Working,Dress_364,Period_05,No,3,3,Yes,3,Maybe,No,No,3,3,4,No,No,Yes,2,No,Yes,maybe,Maybe,NO,Maybe,No,yes,Negligable,4,5,5,3,No,3,3,4,4,No,3,3
STU211,2495,4.8558,0,3910,22.85333282,20.229,418.4870757,2.304672933,0.002341098,0.202452055,5.535465717,43.96577148,0.48958909,0.348355641,3.537623501,22.47,55.765,21.2,134.8,,Occ01,Age01,Hight04,Wieg05,Working,Dress_364,Period_05,No,3,3,Yes,3,Maybe,No,No,3,3,4,No,No,Yes,2,No,Yes,maybe,Maybe,NO,Maybe,No,yes,Negligable,4,5,5,3,No,3,3,4,4,No,3,3
STU211,2505,5.005,0,3910,25.29333321,20.2,427.2670783,2.329455948,0.002265747,0.205795991,5.52205987,44.19993134,0.44327229,0.341815791,3.37945075,22.375,55.955,20.9,138,,Occ01,Age01,Hight04,Wieg02,Working,Dress_213,Period_03,Yes,5,3,No,4,No,No,No,4,4,2,Maybe,No,No,4,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,5,5,5,No,5,4,2,2,Yes,1,3
STU211,2515,5.1542,0,3910,25.65166679,20.21,422.3900784,2.378531074,0.002280764,0.20888159,5.486687851,44.46308441,0.462598286,0.351160464,3.458537126,22.3625,56.45,20.83333333,134.8,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_365,Period_03,Maybe,3,3,No,2,Maybe,No,No,4,5,3,Yes,Maybe,No,3,Yes,Yes,no,Yes,NO,Maybe,Yes,yes,LittleWindy,1,1,2,3,Yes,5,5,5,5,Yes,1,2
STU211,2525,5.3033,0.032,3910,35.08833359,20.176,428.6372213,2.374287415,0.00230298,0.209191194,5.612154961,44.44360771,0.510660362,0.37414505,3.231615829,22.4,56.98,21.23333333,135.7,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,2535,5.4525,0.066,3910,33.66166756,20.187,440.0409919,2.339348364,0.002325815,0.209859378,5.689091873,44.25832748,0.489750719,0.3676052,3.77164464,22.45,57.55,21.16666667,136.5,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,4,4,4,3,No,No,Yes,4,3,4,Yes,Yes,Yes,5,No,Yes,yes,Maybe,NO,Yes,Yes,yes,LittleWindy,4,4,3,5,No,3,4,5,4,Yes,1,4
STU211,2545,5.6017,0.0865,3967.4,19.58666679,20.21,443.3836532,2.371908045,0.00234821,0.212007835,5.693550301,44.34604263,0.502432876,0.34499583,3.376212764,22.475,57.975,21.43333333,134.8,,Occ01,Age01,Hight04,Wieg01,Running,Dress_192,Period_03,No,2,2,4,3,No,No,No,3,2,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,4,4,4,5,No,5,3,2,4,Yes,5,3
STU211,2555,5.7508,0.133,3968.1,26.48000019,20.2,456.0007209,2.411412668,0.002371219,0.219553606,5.693766499,44.56047211,0.488944192,0.357510095,3.234853816,22.49,58.285,21.53333333,138.5,,Occ01,Age01,Hight05,Wieg03,Working,Dress_78,Period_04,No,3,3,No,2,No,Yes,No,3,4,3,Yes,Yes,Yes,3,No,Yes,no,Maybe,NO,Maybe,Yes,yes,LittleWindy,4,4,4,3,No,3,5,4,3,Yes,3,3
STU211,2565,5.9,0.215,4017.2,24.88666698,20.184,467.9645725,2.434224677,0.00239379,0.219871411,5.657650852,44.70659103,0.520832667,0.361250346,3.455299139,22.5425,58.64,22.06666667,134.8,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,NO,No,Yes,yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
STU211,2575,6.0492,0.41,4087.4,45.03833416,20.199,491.1898361,2.451583075,0.002393877,0.220197372,5.752792072,44.76497498,0.494658933,0.364425161,3.073443079,22.57,58.82,22.33333333,135.4,,Occ01,Age01,Hight04,Wieg03,Walking,Dress_213,Period_03,No,2,2,Yes,3,No,No,No,3,4,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,3,2,4,Yes,5,3
STU211,2585,6.1983,0.421,4158.5,33.42333282,20.211,506.7715604,2.427548337,0.002394225,0.219260399,5.848844147,44.65776405,0.541931996,0.374150314,3.464583611,22.5,59.02,21.7,135.5,,Occ02,Age03,Hight04,Wieg05,Running,Dress_213,Period_05,Maybe,4,2,4,4,Maybe,No,No,4,4,3,Yes,Maybe,Maybe,3,No,No,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,4,4,No,4,3,4,2,No,2,2
STU211,2595,6.3475,0.727,4285.9,22.59833302,20.231,528.3052095,2.437465095,0.002455175,0.22631551,5.853503656,44.66748962,0.557079735,0.36068491,3.533956027,22.55,59.215,21.26666667,135.2,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_364,Period_05,Yes,3,3,Maybe,2,Yes,Maybe,Maybe,3,3,3,No,Yes,No,4,Yes,Yes,no,Maybe,NO,Yes,Yes,yes,Negligable,5,5,5,5,No,3,2,2,4,Yes,1,2
STU211,2605,6.4967,0.509,4346.8,28.29666641,20.219,556.6985737,2.489396572,0.002440068,0.229891262,5.816971731,44.92073822,0.567199411,0.38049468,4.104525113,22.4325,59.44,21.26666667,139.4,,Occ01,Age01,Hight03,Wieg02,Sleeping,Dress_364,Period_03,Maybe,4,2,No,4,Maybe,No,Yes,4,3,4,No,Maybe,Maybe,3,Maybe,No,no,Yes,NO,Maybe,Yes,yes,LittleWindy,4,4,4,5,No,4,3,4,2,No,2,2
STU211,2615,6.6458,1.301,4395,32.58833321,20.21,579.5696725,2.52901392,0.002439895,0.234497731,5.886289406,45.13480988,0.526708341,0.38030446,3.540432,22.5075,59.55,21.16666667,134.2,,Occ01,Age01,Hight04,Wieg01,Running,Dress_192,Period_03,No,2,2,4,3,No,No,No,3,2,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,4,4,4,5,No,5,3,2,4,Yes,5,3
STU211,2625,6.795,1.746,4474.8,40.05166698,20.202,620.629563,2.516049695,0.002478444,0.235185983,5.978208828,44.97911186,0.52308208,0.384234931,3.533956027,22.575,59.67,21.06666667,135.5,,Occ01,Age01,Hight05,Wieg01,Running,Dress_220,Period_03,Yes,3,3,2,4,No,No,Maybe,4,2,5,No,No,No,3,Maybe,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,3,2,4,3,Maybe,2,2
STU211,2635,6.9442,0.215,4559.6,22.2916666,20.22,639.7660904,2.504367804,0.00247827,0.238229077,6.048020983,44.85244522,0.510978975,0.383669496,3.613042402,22.6,59.92,21.5,135.7,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,NO,No,Yes,yes,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
STU211,2645,7.0933,0.41,4653.3,23.68,20.216,681.4342319,2.566384149,0.002563705,0.2486795,6.113420296,45.1444931,0.595985455,0.39732512,3.850301528,22.5775,60.13,21.33333333,136.5,,Occ02,Age02,Hight03,Wieg03,Working,Dress_150,Period_04,No,2,3,Maybe,2,Yes,No,Yes,3,4,4,Yes,No,No,2,No,No,no,No,NO,Maybe,Yes,yes,LittleWindy,3,3,3,3,No,4,4,2,1,Maybe,2,5
STU211,2655,7.2425,0.421,4696.3,28.13666641,20.214,702.1267097,2.61121242,0.002478357,0.255229564,6.113991642,45.42655258,0.576798663,0.415132976,3.464583611,22.5725,60.365,21.36666667,136.4,,Occ02,Age02,Hight04,Wieg04,Stall,Dress_364,Period_03,No,2,3,No,2,No,No,No,2,3,3,Yes,No,No,3,No,Yes,no,No,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,2,3,2,Yes,1,2
STU211,2665,7.3917,0.727,4716,27.93000019,20.202,747.3046955,2.656758738,0.002509526,0.262283936,6.2267416,45.53348656,0.63548686,0.41910017,3.300364375,22.6725,60.63,21.5,135.1,,Occ01,Age01,Hight03,Wieg02,ClimbingStairs,Dress_215,Period_03,No,3,2,Yes,2,Maybe,Maybe,No,2,2,3,Yes,Maybe,Yes,2,No,Yes,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,5,4,4,Maybe,2,4
STU211,2675,7.5408,0.02,4728.4,42.70999924,20.184,788.5334237,2.664417767,0.00253245,0.263677649,6.387704134,45.58208237,0.594133944,0.421857786,3.221278,22.725,60.81,21.86666667,135,,Occ01,Age01,Hight04,Wieg06,ClimbingStairs,Dress_213,Period_03,Yes,3,3,4,4,No,No,No,4,1,1,Yes,No,No,3,No,No,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,3,2,4,3,Maybe,2,2
STU211,2685,7.69,0.94,4739.5,32.18000019,20.227,820.926567,2.643812489,0.002571604,0.269095407,6.411556005,45.34863625,0.60379056,0.454906177,3.613042402,22.6,60.975,21.26666667,135.8,,Occ02,Age02,Hight05,Wieg05,ClimbingStairs,Dress_150,Period_04,No,4,3,No,4,No,No,Yes,2,4,1,Yes,No,Yes,3,No,No,no,No,NO,No,Yes,yes,Negligable,4,3,4,3,No,2,2,3,2,Maybe,1,1
STU211,2695,7.8392,3.165,4751,20.27833321,20.21,855.3207246,2.689314747,0.002563962,0.279600733,6.541233015,45.59169579,0.63571713,0.455513596,3.926579404,22.6525,61.285,21.8,134.7,,Occ02,Age03,Hight05,Wieg05,Stall,Dress_194,Period_05,No,3,3,Yes,3,Maybe,No,No,4,4,4,Maybe,No,No,2,No,No,no,No,NO,No,Yes,yes,Negligable,1,5,4,3,No,4,1,3,5,Yes,2,2
STU211,2705,7.9883,2.8385,4732.9,29.01333263,20.228,891.7291683,2.729381227,0.002579332,0.28627166,6.478901291,45.90269089,0.593993559,0.479126568,4.093177652,22.725,61.415,21.96666667,138.7,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,2715,8.1375,98.6225,5492.1,25.83333359,20.205,918.9978636,2.78561635,0.002602944,0.293439312,6.493759251,46.00953293,0.662269821,0.486025939,3.550340342,22.6225,61.705,21.53333333,135,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,yes,No,Yes,Yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
STU211,2725,8.2867,503.06,7615.8,40.4766666,20.235,968.965332,2.649415183,0.002587231,0.30027637,6.226555872,45.45563011,0.521472964,0.486025939,3.303602362,22.645,61.995,22.26666667,134.9,,Occ01,Age01,Hight03,Wieg02,Running,Dress_99,Period_05,Yes,1,3,Maybe,3,Yes,No,No,2,2,3,Yes,Yes,No,2,No,Yes,yes,No,no,Yes,No,No,LittleWindy,1,2,4,1,Yes,3,3,3,4,Yes,1,2
STU211,2735,8.4358,301.634,7526.8,39.04500057,20.213,987.4423013,2.605623031,0.002571604,0.297676997,6.226324797,44.96927986,0.566998439,0.531174989,4.008474278,22.59,62.25,22.2,136.9,,Occ02,Age03,Hight06,Wieg04,Walking,Dress_150,Period_03,Yes,3,2,4,2,No,No,No,4,2,4,Yes,Yes,No,2,No,No,no,Yes,No,Yes,Yes,No,Negligable,2,4,5,1,No,3,2,4,5,Yes,3,1
